Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4MDM5OTQxMDcwNDgyMjI6MTcyMzc5MDcxOTpzcF9hdGY6MzAwMjk3MjY3MDA1NzMyOjowOjo&url=%2FSnackible-Phool-Rakhi-Brothers-Love%2Fdp%2FB0D9QT41QS%2Fref%3Dsr_1_1_sspa%3Fcrid%3D3KHTSIK0UBZ4H%26dib%3DeyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U%26dib_tag%3Dse%26keywords%3Dsnacks%26qid%3D1723790719%26sprefix%3Dsnacks%252Caps%252C196%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Snackible x Phool Rakhi Brother's Love Box  ,₹854,4.3 out of 5 stars,157,"Lightsaber food ventures pvt. Ltd., Homeplus Supermarket, Wagholi Near Souzali, Nallasopara West, Nalasopara, Maharashtra, 401304, India",B0D9QT41QS
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4MDM5OTQxMDcwNDgyMjI6MTcyMzc5MDcxOTpzcF9hdGY6MzAwMjc1MTMwMjU1MjMyOjowOjo&url=%2FHealthy-Master-Natural-Ingredients-Gluten-Free%2Fdp%2FB0932TTSVV%2Fref%3Dsr_1_2_sspa%3Fcrid%3D3KHTSIK0UBZ4H%26dib%3DeyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U%26dib_tag%3Dse%26keywords%3Dsnacks%26qid%3D1723790719%26sprefix%3Dsnacks%252Caps%252C196%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Healthy Master Baked Jowar Chips 200g | All Natural Ingredients | High in Fiber | Low in Sodium | Helps in Weight Loss | Calcium Rich | Gluten-Free | Vacuum Cooked | Oil-Free  ,₹279,3.9 out of 5 stars,240,"Bhavani Enterprises, Shryas Industrial Estate, Mumbai 400063 support@healthymaster.in,9742180904,",B0932TTSVV
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4MDM5OTQxMDcwNDgyMjI6MTcyMzc5MDcxOTpzcF9hdGY6MzAwMjc1MDE2NTk1MTMyOjowOjo&url=%2FHealthy-Beetroot-Dietary-Nutrient-Gluten-Free%2Fdp%2FB0B71N6BSJ%2Fref%3Dsr_1_3_sspa%3Fcrid%3D3KHTSIK0UBZ4H%26dib%3DeyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U%26dib_tag%3Dse%26keywords%3Dsnacks%26qid%3D1723790719%26sprefix%3Dsnacks%252Caps%252C196%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Healthy Master Baked Beetroot Chips 200g |Crispy Beetroot|Tasty with High Dietary Fiber and Nutrient|Content Gluten-Free Snack|High Protein and Fiber Rich  ,₹249,4.1 out of 5 stars,196,Healthy Master,B0B71N6BSJ
https://www.amazon.in//Sunfeast-Yumfills-Whoopie-Chocolate-Chip/dp/B06WGM2HK2/ref=sr_1_5?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U&dib_tag=se&keywords=snacks&qid=1723790719&sprefix=snacks%2Caps%2C196&sr=8-5,"Sunfeast Dark Fantasy Yumfills, 242g/253g, Rich Chocolate Pie Cake  ",₹149,4.3 out of 5 stars,"9,251","ITC, ITC Limited, Kolkata",B06WGM2HK2
https://www.amazon.in//Karachi-Bakery-Fruit-Biscuits-400g/dp/B00YDG4IXW/ref=sr_1_6?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U&dib_tag=se&keywords=snacks&qid=1723790719&sprefix=snacks%2Caps%2C196&sr=8-6,"Karachi Fruit Biscuit - Premium, 400 g  ",₹189,4.1 out of 5 stars,"12,639","Karachi bakery, Karachi Bakery, 6-3-190, Khanchand Towers, Road No 1, Banjara hills, Hyderabad - 500034, (T.S.) INDIA.",B00YDG4IXW
https://www.amazon.in//Caprice-Classic-Delicious-Wafer-Hazelnut/dp/B0043G5GU6/ref=sr_1_7?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U&dib_tag=se&keywords=snacks&qid=1723790719&sprefix=snacks%2Caps%2C196&sr=8-7,"Caprice Classic Delicious Wafer Roll Sticks with Hazelnut and Cocoa Cream, Smooth Crunchy Snacks, Biscuits, Crackers, Sweet Treats for Kids and Adults, 115gms (Pack of 1)  ",₹159,3.6 out of 5 stars,57,,B0043G5GU6
https://www.amazon.in//Farmley-Roasted-Flavoured-Healthy-Makhana/dp/B0B4DDGL3J/ref=sr_1_8?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U&dib_tag=se&keywords=snacks&qid=1723790719&sprefix=snacks%2Caps%2C196&sr=8-8,"Farmley Peri Peri Roasted Makhana In Olive Oil, Healthy & Crunchy Snacks 83g  ",₹196,4.2 out of 5 stars,"2,542","Connedit Business Solutions Pvt Ltd, CONNEDIT BUSINESS SOLUTIONS PRIVATE LIMITED",B0B4DDGL3J
https://www.amazon.in//Haldirams-Nagpur-Mini-Bhakarwadi-200g/dp/B00KL8DLPC/ref=sr_1_9?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U&dib_tag=se&keywords=snacks&qid=1723790719&sprefix=snacks%2Caps%2C196&sr=8-9,"Haldiram's Nagpur Mini Bhakarwadi, 200g  ",₹64,4.3 out of 5 stars,"1,122",Haldiram's,B00KL8DLPC
https://www.amazon.in//Paper-Boat-Chikki-800g-Pet/dp/B074X281CP/ref=sr_1_10?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U&dib_tag=se&keywords=snacks&qid=1723790719&sprefix=snacks%2Caps%2C196&sr=8-10,"Paper Boat Chikki Jar, Peanut Bar, No Added Preservatives and Colours | Gajak | Sweets | Made with Jaggery | Gazak (50 pieces, 16g each 800 g)  ",₹315,4.3 out of 5 stars,"13,992",Hector Beverages Pvt Limited,B074X281CP
https://www.amazon.in//Paper-Boat-Chikki-Pouch-16/dp/B088KZ8KDK/ref=sr_1_11_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.O9I17MwtLJeb3dQlmN5iCZlogzi8pTf5IBIqXBJ4zprVIo0kPt22ZQCmOCpkF60NMKdll28vu6Nd-3rfd78zYGoy_gsc0d2yVzHB7-qtVS-BhkJHLFvo9WOh3ylzrHML-mcLhQO0R_Lr5R_0Jzz1wHI_-KTTk6M-r1DEovH7E6S4-k0Rrdx_MfOL4EroXJstebwgXT13IjDTsPTKAjtcXAi_5UjAz7YtdNDz5yEU4pOobX8WkuYN8mcWLwp4622HxbgiuJTF_hzgFMctfWDiinu2g4U2XfWuotD01wEJ0YU.UEDX7Sy26C17GcIVoJ33uyA0NZ00pd-A0Df4ll7O__U&dib_tag=se&keywords=snacks&qid=1723790719&sprefix=snacks%2Caps%2C196&sr=8-11,"Paper Boat Chikki Family Pack, Peanut Bar, No Added Preservatives and Colours | Gajak | Sweets | Made with Jaggery | Gazak (Pack of 6, 16g Each)  ",₹39,4.2 out of 5 stars,"1,607","Hector Beverages Pvt Ltd, Hector beverages Pvt Ltd 330; Finchley Castle; Outer Circle; Dodsworth Layout; Whitefield; Bengaluru; Karnataka 560066",B088KZ8KDK
